Title;ID;Description;Date;Hour;Class;Price;Categoria;Modelo;Marca;Ano;Quilometragem;Potência do motor;Combustível;Cor;CEP;City;Neighborhood;Link;Tipo de veículo;Câmbio;Direção;Portas;Final de placa;Vidro elétrico;Air bag;Trava elétrica;Ar condicionado;Direção hidráulica;Alarme;Som;Sensor de ré;Câmera de ré;Blindado
CHEVROLET JOY 2019/2020 1.0 SPE4 FLEX MANUAL;918243327;Veículo: CHEVROLET JOY 1.0 SPE4 FLEX MANUAL Ano: 2019... ver número Cor: Branco  Informações complementares: Único Dono, IPVA PAGO, Licenciado  Outros opcionais: Freio ABS, Desembaçador traseiro, Rádio, Sensor de estacionamento  Observação:Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!;16/09;17:37;professional;52850;Carros, vans e utilitários;GM - CHEVROLET JOY HATCH 1.0 8V FLEX 5P MEC;GM - CHEVROLET;2020;52847;;Flex;;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-joy-2019-2020-1-0-spe4-flex-manual-918243327;Passeio;Manual;;4 portas;9;yes;;yes;yes;;yes;;;;
L200 Top de linha ;932335199;L200 nova e ela  4 pneus novos  Não tem defeito nenhum  Dispenso liso e curioso Só respondo zap 8298... ver número;16/09;17:33;amateur;52000;Carros, vans e utilitários;MITSUBISHI L200;MITSUBISHI;2009;12;2.0 - 2.9;Diesel;Branco;57044538;Maceió;São Jorge;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/l200-top-de-linha-932335199;Passeio;Manual;Hidráulica;4 portas;;;;;;;;;;;
FIAT TORO 2019/2020 1.8 16V EVO FLEX FREEDOM AT6;916061947;Veículo: FIAT TORO 1.8 16V EVO FLEX FREEDOM AT6 Ano: 2019... ver número Cor: Branco  Informações complementares: Único Dono, IPVA PAGO, Licenciado  Outros opcionais: Freio ABS, Rodas de liga leve, Bancos de couro, Desembaçador traseiro, Volante com Regulagem de Altura, Sensor de estacionamento, Banco do motorista com ajuste de altura, Computador de bordo, Controle automático de velocidade, Controle de tração, Capota marítima  Observação:Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!;16/09;17:25;professional;106990;Carros, vans e utilitários;FIAT TORO FREEDOM 1.8 16V FLEX AUT.;FIAT;2020;50323;;Flex;;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-2019-2020-1-8-16v-evo-flex-freedom-at6-916061947;Passeio;Automático;;4 portas;3;yes;;yes;yes;;yes;;;;
Ford Ka class 2012 completo ;930244894;Ar  Direção hidráulica Vidros elétricos  Trava  Alarme  Mala elétrica  Pneus bons  Revisado  Emplacado   Whatsapp 82 9887... ver número ;16/09;17:23;professional;21900;Carros, vans e utilitários;FORD KA 1.0 8V/1.0 8V ST FLEX 3P;FORD;2012;80;1.0;Flex;Branco;57042340;Maceió;Feitosa;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-class-2012-completo-930244894;Hatch;Manual;Hidráulica;2 portas;2;yes;;yes;yes;yes;yes;yes;yes;;
Perua Escort ;932323569;Sw 1.6 completa tudo funcionando veiculo já emplacando acabamento interno original estofado em ótimo estado recibo em branco;16/09;17:14;amateur;4500;Carros, vans e utilitários;FORD ESCORT SW GL 1.6 MPI;FORD;1998;0;1.6;Gasolina;;57074500;Maceió;Cidade Universitária;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/perua-escort-932323569;Hatch;Manual;Hidráulica;4 portas;;yes;;yes;yes;yes;;;;;
CLASSIC 1.0 2011 ;901070653;CLASSIC 1.0 2011   Entrada mínima R$ 3.000 + parcelas a negociar!  Consulte nossas condições promocionais.  Para mais informações entre em contato através do número (82) 9 9821... ver número ou chame no WhatsApp;16/09;17:12;professional;21100;Carros, vans e utilitários;GM - CHEVROLET CLASSIC;GM - CHEVROLET;2011;98000;1.0;Flex;;57048104;Maceió;Antares;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/classic-1-0-2011-901070653;Sedã;Manual;Hidráulica;4 portas;;yes;yes;yes;yes;yes;yes;;;;
HB20 S Copa do Mundo;932322358;HB20 S 1.0 2019;16/09;17:11;amateur;61000;Carros, vans e utilitários;HYUNDAI HB20S COPA DO MUNDO 1.0 FLEX 12V MEC.;HYUNDAI;2019;27000;1.0;Flex;Branco;57071051;Maceió;Clima Bom;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/hb20-s-copa-do-mundo-932322358;Sedã;Manual;Hidráulica;4 portas;4;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Vendo dodge journey 2012 3.6 gasolina;932320152;Descrição  Vendo dodge journey 2012 3.6 gasolina.   VENDAS A VISTA   DÚVIDAS ENTRAR EM CONTATO COM: 8299... ver número ANA;16/09;17:05;amateur;59000;Carros, vans e utilitários;DODGE JOURNEY RT  3.6 V6 AUT.;DODGE;2012;80000;3.0 - 3.9;Gasolina;Prata;57036630;Maceió;Jatiúca;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vendo-dodge-journey-2012-3-6-gasolina-932320152;Hatch;Automático;Elétrica;4 portas;0;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Mini Cooper S  cauntryman ;905548053;Mini Cooper cautryman ano 2012 , carro todo revisado, motor 1.6 super econômico, carro de procedência 2 dono pouco rodado , carro de garagem. ;16/09;17:03;amateur;70000;Carros, vans e utilitários;MINI COOPER COUNTRYMAN S 1.6 AUT.;MINI;2012;70000;1.6;Gasolina;Branco;57035330;Maceió;Ponta Verde;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/mini-cooper-s-cauntryman-905548053;Passeio;Automático;Hidráulica;4 portas;7;yes;yes;yes;yes;yes;yes;yes;yes;;
SPIN LTZ AUT. 2019;915369899;"SPIN LTZ ANO: 2019; AUTOMÁTICA; MOTOR: 1.8; 07-LUGARES; KM: 36.013; ÚNICO DONO; VEÍCULO POSSUI MANUAL + CHAVE RESERVA; IPVA PAGO 2019; LAUDO CAUTELAR APROVADO; VENHA CONFERIR  OPORTUNIDADE!!!  Os melhores carros e as melhores ofertas.  Levcar Veículos - seminovos e usados sempre oferecendo aos nossos clientes veículos selecionados, das mais alta qualidade, procedentes e garantidos.  Faça uma visita a nossa loja, conheça nosso atendimento diferenciado.  Avenida Doutor Júlio Marques Luz, n: 2410, Jatiuca, Maceió/AL. Contatos: (82) 9982... ver número - Leandro 3025... ver número.  ";16/09;16:59;professional;84990;Carros, vans e utilitários;GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;GM - CHEVROLET;2019;36013;1.8;Flex;Branco;57035700;Maceió;Jatiúca;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/spin-ltz-aut-2019-915369899;Van/Utilitário;Automático;Hidráulica;4 portas;4;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Jeep Renegade  Flex 2021 - Unico Dono - 9.000Km - Sem retoques (PersonalCarMcz);908913458;r$ 95.900,00 Whats 82..9997... ver número- PersonalCarMcz -Foco na Qualidade ESTADO DO CARRO: - Baixa quilometragem - Garantia 03 anos de fábrica   - Único dono.  - Ipva 2021 pago. - Sem mossas, sem arranhões, sem retoques  Opcionais: AUTOMÁTICO 06 VELOCIDADES START STOP CENTRAL MULTIMIDEA CÂMERA DE RÉ RODAS EM LIGA LEVE FAROIS DE NEBLINA FREIO DE MÃO ELÉTRICO RETROVISORES ELÉTRICOS TRAVAS ELÉTRICAS AR CONDICIONADO DIREÇÃO ELÉTRICA VIDROS ELÉTRICOS NAS 4P COMANDOS NO VOLANTE ALARME SENSOR DE ESTACIONAMENTO  PersonalCarMcz - Financiamento em até 60x (Bv, Santander e Panamericano) - Recebemos carta de crédito contemplada - Parcelamento no cartão em em até 12x (+taxa da administradora) - Desconfie de ofertas muito baratas - Venha conhecer o carro e conferir a documentação em nossa loja física.           PersonalCarMcz - 14 anos, seminovos diferenciados, Foco na qualidade.;16/09;16:55;professional;95900;Carros, vans e utilitários;JEEP RENEGADE1.8 4X2 FLEX 16V AUT.;JEEP;2021;9000;1.8;Flex;;57035700;Maceió;Jatiúca;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-flex-2021-unico-dono-9-000km-sem-retoques-personalcarmcz-908913458;SUV;Automático;Elétrica;4 portas;;yes;yes;yes;yes;;yes;yes;yes;yes;
Renault Captur Intense 1.6 16v SCe CVT (Flex);923626147;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado ;16/09;16:36;professional;96130;Carros, vans e utilitários;RENAULT CAPTUR INTENSE 1.6 16V FLEX 5P AUT.;RENAULT;2021;41669;1.6;Flex;Preto;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/renault-captur-intense-1-6-16v-sce-cvt-flex-923626147;Passeio;Automático;;4 portas;;;;;;;;;;;
Hyundai HB20S 1.6 Comfort Plus (Flex);916001768;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Air bag motorista Air bag passageiro Alarme Ar condicionado Central multimídia Computador de bordo Desembaçador traseiro Direção hidráulica Distribuição eletrônica de frenagem Entrada USB Freio ABS Retrovisores elétricos Rádio Travas elétricas Vidros elétricos;16/09;16:30;professional;62270;Carros, vans e utilitários;HYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P;HYUNDAI;2019;50300;1.6;Flex;Branco;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20s-1-6-comfort-plus-flex-916001768;Passeio;Manual;Hidráulica;4 portas;8;yes;yes;yes;yes;;yes;;;;
Besta  1999;932294207;Besta Kia ano 1999.(82)9991... ver número;16/09;16:29;amateur;17000;Carros, vans e utilitários;KIA MOTORS BESTA EST 2.7 DIESEL (10/12LUG.);KIA MOTORS;1999;100000;1.6;Diesel;Cinza;57072245;Maceió;Cidade Universitária;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/besta-1999-932294207;Van/Utilitário;Manual;Mecânica;;;;;;;;;;;;
Fiat Mobi Evo Like 1.0 (Flex);923325081;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Air bag motorista Air bag passageiro Ar condicionado Computador de bordo Direção hidráulica Distribuição eletrônica de frenagem Freio ABS Travas elétricas Vidros elétricos;16/09;16:24;professional;45950;Carros, vans e utilitários;FIAT MOBI LIKE 1.0 FIRE FLEX 5P.;FIAT;2020;45750;1.0;Flex;Branco;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-evo-like-1-0-flex-923325081;Passeio;Manual;Hidráulica;4 portas;6;yes;yes;yes;yes;;;;;;
Vendo carro;932288097;Vendo um carro uno 2001. Interessados entrar em contato-> 9914... ver número;16/09;16:15;amateur;7000;Carros, vans e utilitários;FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;FIAT;2001;165;;Gasolina;Cinza;57072016;Maceió;Cidade Universitária;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vendo-carro-932288097;;Manual;;2 portas;;;;;;;;;;;
Hyundai tucson 2010 novinha;932287491;Hyundai tucson 2010 em ótimo estado de conservação! Toda revisada.  Calços trocados Correria dentada trocada Tensores de correia Cabos de velas Velas  Limpeza de bico Limpeza do corpo borboleta Bateria nova Disco de freio novo Borrachas da bandejas trocadas   Carro de ótima procedência! ;16/09;16:13;amateur;29000;Carros, vans e utilitários;HYUNDAI TUCSON 2.0 16V FLEX MEC.;HYUNDAI;2010;84000;2.0 - 2.9;Gasolina;Outra;57084160;Maceió;Benedito Bentes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/hyundai-tucson-2010-novinha-932287491;SUV;Manual;Hidráulica;4 portas;9;yes;yes;yes;yes;yes;yes;yes;;;
Ford ka;932282937;Vendo Ford Ka ano 2000, Motor Zetec Rocam, super conservado!!! Interessados entrar em contato pelo ZAP: 9870... ver número;16/09;16:03;amateur;6700;Carros, vans e utilitários;FORD KA GL IMAGE 1.0I/ 1.0I ZETEC ROCAM;FORD;2000;155894;1.0;Gasolina;Prata;57072680;Maceió;Cidade Universitária;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-932282937;;Manual;Hidráulica;2 portas;;yes;;yes;;yes;yes;yes;;;
Strada Freedom 1.3 2021 ;924914930;Fiat Strada Freedom 1.3 Firefly 2021.   Garantia até outubro de 2023 Versão completa de fábrica, com capota marítima, sensor de ré, som, farol de neblina, roda de liga leve e de bloqueio de diferencial.  Toda original Emplacada 2021 Muito econômica.   Dispenso golpista de OLX e marreteiro.  Falar no chat.  ;16/09;16:02;amateur;85500;Carros, vans e utilitários;FIAT STRADA FREEDOM 1.3 FLEX 8V CS PLUS;FIAT;2021;19200;1.3;Flex;;57052535;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/strada-freedom-1-3-2021-924914930;Pick-up;Manual;Elétrica;2 portas;8;yes;yes;yes;yes;yes;yes;yes;yes;;
PRISMA 2019/2019 1.4 MPFI LT 8V FLEX 4P MANUAL;913737381;Veículo: CHEVROLET PRISMA 1.4 MPFI LT 8V FLEX 4P MANUAL Ano: 2019... ver número Cor: Cinza  Informações complementares: Único Dono, IPVA PAGO, Licenciado  Outros opcionais: Farol de neblina, MP3 Player, Pára-choques na cor do veículo  Observação:Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!;16/09;16:02;professional;65590;Carros, vans e utilitários;GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P;GM - CHEVROLET;2019;46700;;Flex;;57061000;Maceió;Tabuleiro do Martins;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/prisma-2019-2019-1-4-mpfi-lt-8v-flex-4p-manual-913737381;Passeio;Manual;;4 portas;4;;yes;;;;;;;;
Financiamento 100%, Com entr/ $1000;932273788;Financiamento Facilitado Em até 12x, 24x, 36x ,48x ou 60x  Consultora de vendas : Lannusse Assis Telefone: 6295... ver número. *Imagens Ilustrativas NOS CHAME PARA FAZER UMA ANALISE DE CREDITO;16/09;15:58;amateur;22304;Carros, vans e utilitários;VW - VOLKSWAGEN GOL;VW - VOLKSWAGEN;2011;30000;;Flex;Prata;57020630;Maceió;Centro;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/financiamento-100-com-entr-1000-932273788;;;;4 portas;;;;;;;;;;;
Nisan march 2015 bem novinho entrego em placado 2021;925306305;Baixando o preços pra vender hoje. Nisan march 2015 todo revisado carro bem conservando. documento em branco proto pra transferir. Entrego implacado 2021                 9 9665... ver número     9 8853... ver número ;16/09;15:57;amateur;32000;Carros, vans e utilitários;NISSAN MARCH SV 1.0 16V FLEX FUEL 5P;NISSAN;2015;69900;1.0;Flex;Cinza;57020510;Maceió;Centro;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/nisan-march-2015-bem-novinho-entrego-em-placado-2021-925306305;Hatch;Manual;Elétrica;4 portas;9;yes;yes;yes;yes;;yes;yes;;;
Carta de Crédito - Fiat Uno 1.0 2019 Flex - Parcelas R$549,90;901910189;Valor do veículo parcelado:  Entrada + Parcelas a partir de R$549,90  Disponibilidade para parcelamento através de Cartas de Crédito contempladas e programadas - SEM ANÁLISE DE SCORE!  # SEM JUROS! # SEM ANÁLISE DE SCORE! # SEM NECESSIDADE DE CNH # APROVAÇÃO FACILITADA (inclusive para autônomos) # ATENDEMOS EM TODO BRASIL!  **CARTAS PARA CARROS, MOTOS, NÁUTICOS, IMÓVEL, SERVIÇOS, CIRURGIAS, CONSTRUÇÃO E MUITO MAIS**  Ficou interessado? Entre em contato: WhatsApp: (82) 9910... ver número Fixo: (82) 2103... ver número  ***Obs: Veículo sujeito a disponibilidade em estoque.***;16/09;15:55;professional;39000;Carros, vans e utilitários;FIAT UNO WAY 1.0 FLEX 6V 5P;FIAT;2019;18000;1.0;Flex;Branco;57036510;Maceió;Jatiúca;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-fiat-uno-1-0-2019-flex-parcelas-r-549-90-901910189;Hatch;Manual;Hidráulica;4 portas;2;yes;yes;yes;yes;yes;yes;yes;;;
Fox msi 2015 carro impecável emplacado 2021;930762247;Carro impecável completo e tudo em pleno funcionamento, carro de ano todo revisado sempre trocado óleo em dias e jogo de pneus semi novos. Principal emplacado e recibo na mão com placas mercosul ;16/09;15:46;amateur;42999;Carros, vans e utilitários;VW - VOLKSWAGEN FOX PRIME/HIGLI. 1.6 TOTAL FLEX 8V 5P;VW - VOLKSWAGEN;2015;61800;1.6;Flex;Azul;57017175;Maceió;Levada;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fox-msi-2015-carro-impecavel-emplacado-2021-930762247;Hatch;Manual;Elétrica;4 portas;7;yes;yes;yes;yes;yes;yes;yes;yes;;
ONIX 2019/2019 1.0 MPFI JOY 8V FLEX 4P MANUAL;929492595;Veículo: CHEVROLET ONIX 1.0 MPFI JOY 8V FLEX 4P MANUAL Ano: 2019... ver número Cor: Branco  Informações complementares: Único Dono, IPVA PAGO, Licenciado  Outros opcionais: Freio ABS, Desembaçador traseiro, Rádio  Observação:Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!;16/09;15:45;professional;51420;Carros, vans e utilitários;GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.;GM - CHEVROLET;2019;25107;;Flex;;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-2019-1-0-mpfi-joy-8v-flex-4p-manual-929492595;Passeio;Manual;;4 portas;2;yes;;yes;yes;;yes;;;;
 Corsa 2012 Completão no gás legalizado;932267948;Vende-se um Corsa 2012 no gás legalizado completo carro 1.4 documento todo em dia só pegar e transferir ;16/09;15:45;amateur;24000;Carros, vans e utilitários;GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P;GM - CHEVROLET;2012;141324;1.4;Gás Natural;Branco;57082170;Maceió;Santa Lúcia;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/corsa-2012-completao-no-gas-legalizado-932267948;Passeio;Manual;Hidráulica;4 portas;6;yes;;yes;yes;yes;yes;;;;
FIAT PUNTO ATRACTIVE 2011 COMPLETO;932267363;ACEITO TROCA EM CARRO WHATS 82 9930... ver número;16/09;15:44;amateur;26000;Carros, vans e utilitários;FIAT PUNTO ATTRACTIVE ITALIA 1.4 F.FLEX 8V 5P;FIAT;2011;92000;1.4;Flex;Preto;57075805;Maceió;Santos Dumont;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-atractive-2011-completo-932267363;Hatch;Manual;Hidráulica;4 portas;5;yes;;yes;yes;yes;yes;yes;;;
JETTA 2.0 COMFORTILINE Novo é Ele !!;882410259;Jetta 2.0 comfortiline 2015 Impecável  Pneus novos  Completo topado  Já emplacado 2021  Zap 9815... ver número ;16/09;15:40;amateur;62000;Carros, vans e utilitários;VW - VOLKSWAGEN JETTA COMFORTLINE 2.0 T.FLEX 8V 4P TIPT.;VW - VOLKSWAGEN;2015;76000;2.0 - 2.9;Flex;Preto;57035250;Maceió;Ponta Verde;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/jetta-2-0-comfortiline-novo-e-ele-882410259;Sedã;Automático;Hidráulica;4 portas;1;yes;yes;yes;yes;yes;yes;yes;yes;;
Fiat Mobi Evo Like 1.0 (Flex);923624044;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Air bag motorista Air bag passageiro Ar condicionado Computador de bordo Direção hidráulica Distribuição eletrônica de frenagem Freio ABS Travas elétricas Vidros elétricos;16/09;15:34;professional;46450;Carros, vans e utilitários;FIAT MOBI LIKE 1.0 FIRE FLEX 5P.;FIAT;2020;38547;1.0;Flex;Branco;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-evo-like-1-0-flex-923624044;Passeio;Manual;Hidráulica;4 portas;3;yes;yes;yes;yes;;;;;;
Agile 2011 LTZ;932260886;Carro em perfeitas condições, somente venda. Completo para categoria.;16/09;15:29;amateur;24000;Carros, vans e utilitários;GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P;GM - CHEVROLET;2011;101000;1.4;Flex;Prata;57071700;Maceió;Clima Bom;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/agile-2011-ltz-932260886;Hatch;Manual;Hidráulica;4 portas;8;yes;;yes;yes;yes;yes;yes;yes;;
Minicooper S top 3p, 2018;932259392;Veículo 2.0, completo, 3p, com 6.150 Km , único dono, cor verde, perfeito estado de novo, uso só em finais de semana.;16/09;15:24;amateur;139000;Carros, vans e utilitários;MINI COOPER S 2.0 TURBO 16V 3P AUT.;MINI;2018;6150;2.0 - 2.9;Gasolina;Verde;57035160;Maceió;Ponta Verde;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/minicooper-s-top-3p-2018-932259392;Hatch;Automático;Elétrica;;4;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Vende-se um Vivace completo;932254267;Ano 2015/2016 motor 1.0 tudo funcionando em perfeito estado_ Quitado pneus semo- novo da Pirelli ... valor 35,500$ ligar só os enteressados ;16/09;15:12;amateur;35500;Carros, vans e utilitários;FIAT ;FIAT;2016;788350;1.0;Flex;Branco;57084148;Maceió;Benedito Bentes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vende-se-um-vivace-completo-932254267;Passeio;Manual;Hidráulica;4 portas;;;;;;;;;;;
Vendo palio;932252605;Vendo Palio ,com ar , bem conservado, bancos de couro... Fone: 9996... ver número;16/09;15:08;amateur;8600;Carros, vans e utilitários;FIAT PALIO ED 1.0 MPI 2P E 4P;FIAT;1997;85000;1.0;Gasolina;Branco;57072245;Maceió;Cidade Universitária;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vendo-palio-932252605;Passeio;Manual;Mecânica;4 portas;8;;;yes;yes;;;yes;;;
FRONTIER LE 4X4 17/17 Léia anúncio ;901614838;VENDO FRONTIER LE  4X4  2017/2017  AUTOMÁTICA,  MOTOR 190 C BITURBO  A TOP DA CATEGORIA  ..   CARRO DE PARTICULAR  ..   . (82) 9 9101... ver número;16/09;15:07;amateur;152500;Carros, vans e utilitários;NISSAN FRONTIER LE CD 4X4 2.5 TB DIESEL AUT.;NISSAN;2017;158000;3.0 - 3.9;Diesel;Prata;57031851;Maceió;Mangabeiras;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/frontier-le-4x4-17-17-leia-anuncio-901614838;Pick-up;Automático;Hidráulica;4 portas;2;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Hb20s 2017/2017 automático premium ;927251589;Hb20s 2017/2017 premium automático,extremamente novo. O mais novo do Brasil. Whats. 9983... ver número ;16/09;15:05;professional;65000;Carros, vans e utilitários;HYUNDAI HB20S C.STYLE/C.PLUS1.6 FLEX 16V AUT. 4P;HYUNDAI;2017;72000;1.6;Flex;Outra;57052480;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/hb20s-2017-2017-automatico-premium-927251589;Sedã;Automático;Hidráulica;4 portas;8;yes;yes;yes;yes;yes;yes;yes;yes;yes;
COROLLA XEI 2019 ;932250093;COROLLA XEI 2019/2019 COM 34000 KM, SUPER CONSERVADO ,REVISÕES FEITAS TODAS NA  AUTO FORTES TOYOTA. NA GARANTIA DE FÁBRICA. EMPLACADO 2021. OPORTUNIDADE. CONTATO 82-9994... ver número WHATSAPP ;16/09;15:02;professional;109900;Carros, vans e utilitários;TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.;TOYOTA;2019;34000;2.0 - 2.9;Flex;Branco;57046140;Maceió;Serraria;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2019-932250093;Sedã;Automático;Hidráulica;4 portas;7;yes;yes;yes;yes;yes;yes;yes;yes;yes;
